Company name Latin alphabet,NACE Rev. 2 main section,NACE_Section,Founded_Year,Company_Age,Status,Number of employees 2024,Number of employees 2023,Number of employees 2022,Number of employees 2021,Number of employees 2020,Number of employees 2019,Emp_Growth,max_employees,Scaler 2024,Scaler 2023,Gazelle 2024,Gazelle 2023,HighGrowthFirm 2024,aagr 2024,Legal_Form,B2B_or_B2C,Industry,Company_Description,Key_Activities,Scaler_2024,Gazelle_2024
WESER-PETROL SEEHAFENTANKLAGER GMBH & CO. KOMMANDITGESELLSCHAFT,H - Transportation and storage,H,1968,56,Active,40,40.0,40.0,40,40.0,,,40.0,0,0.0,0.0,0.0,0,0.0,Other,B2B,"Agents involved in the sale of fuels, ores, metals and industrial chemicals","Weser-Petrol Seehafentanklager GmbH & Co. Kommanditgesellschaft operates within the Agents involved in the sale of fuels, ores, metals and industrial chemicals industry.","The handling, storage, storage, retrieval, mixing, treatment and processing of mineral oils, other liquids, gases and other products",0,0
ELEKTRO GLADOW GMBH,F - Construction,F,1945,79,Active,8,11.0,13.0,10,9.0,9.0,-0.1111111111111111,13.0,0,,0.0,,0,-7.168223327744416,GmbH,B2B,Not found,"ELEKTRO GLADOW GMBH is a medium-sized electrical company based in Bremen, Germany, with around 15 qualified employees.",The company specializes in electrical installations and related services.,0,0
VERBRAUCHERZENTRALE BREMEN E.V.,S - Other service activities,S,1961,63,Active (insolvency proceedings),30,30.0,32.0,32,26.0,,,32.0,0,0.0,0.0,0.0,0,-2.128308970778414,e.V.,B2C,Not found,Die unabhängige Anlaufstelle für Verbraucherinnen und Verbraucher.,Beratung. Information. Interessenvertretung.,0,0
FASERINSTITUT BREMEN E.V.,"M - Professional, scientific and technical activities",M,1969,55,Active,55,67.0,67.0,67,73.0,,,73.0,0,0.0,0.0,0.0,0,-6.366922988205214,e.V.,Not found,Not found,The Faserinstitut Bremen e.V. (FIBRE) is a non-profit scientific institute specializing in fiber reinforced polymers as well as man-made and natural fibers for technical textiles.,"Research and development in the fields of high-performance composites, production technologies, fiber development, and quality assurance.",0,0
SIEDENBURG TRANSPORT & LOGISTIK GMBH,H - Transportation and storage,H,1961,63,Active,20,17.0,22.0,23,25.0,27.0,-0.25925925925925924,27.0,0,0.0,0.0,0.0,0,-4.551878276086441,GmbH,Both,Spedition,"Siedenburg Transport & Logistik GmbH is a private limited company based in Bremen, Germany, providing transport services and logistical management.","The execution of transport services and their logistical management. The company offers logistical solutions for loading equipment, disposal services, civil engineering works, and delivers building materials.",0,0
ALTE APOTHEKE FRITHJOF WEHRMANN E.K,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,1950,74,Active,10,10.0,10.0,12,,,,12.0,0,,0.0,,0,-5.896397111897144,Other,B2C,Not found,"Alte Apotheke Frithjof Wehrmann e.K. is a company based in Bremen, Germany, operating as a single-person enterprise.",The company offers pharmacy services and products related to health and well-being.,0,0
BEERDIGUNGSINSTITUT WILHELM STUEHMER GMBH & CO. KG,S - Other service activities,S,1928,96,Active,20,20.0,19.0,19,14.0,,,20.0,0,1.0,0.0,0.0,0,1.724476819110099,GmbH & Co. KG,B2C,Not found,"Beerdigungsinstitut Wilhelm Stühmer GmbH & Co. KG is a funeral institute based in Bremen, Germany.",Funeral services,0,0
OETJENGERDES GMBH,F - Construction,F,1958,66,Active,11,11.0,12.0,12,12.0,14.0,-0.21428571428571427,15.0,0,0.0,0.0,0.0,0,-2.858721945809062,GmbH,B2B,Waste water management services,"OETJENGERDES GMBH is a company based in Bremen, Germany, providing services such as small wastewater treatment plant consulting, delivery, and installation, sewage treatment technology, and more.","Small wastewater treatment plants, consulting, delivery and installation, sewage treatment technology, maintenance, rainwater utilization, separators, pumping stations",0,0
THEATER BREMEN GMBH,"R - Arts, entertainment and recreation",R,1949,75,Active,430,413.0,412.0,395,414.0,414.0,0.03864734299516908,430.0,0,0.0,0.0,0.0,0,2.870405868280135,GmbH,B2C,Theater,"Theater Bremen is a state theatre in Bremen, Germany, with four divisions for opera, straight theater, dance, and student programs.","Opera, straight theater, dance, and student programs",0,0
DEUTSCHES ROTES KREUZ KREISVERBAND BREMEN E.V.,O - Public administration and defence; compulsory social security,O,1949,75,Active,840,840.0,840.0,840,840.0,,,840.0,0,0.0,0.0,0.0,0,0.0,e.V.,B2C,Not found,"The DEUTSCHES ROTES KREUZ KREISVERBAND BREMEN E.V. is a part of the German Red Cross, providing emergency aid, supporting people in need, and offering community services in Bremen, Germany.","The company provides emergency services, disaster control, blood donations, clothing and book store, refugee aid, care & logistics, and medical services. They also offer support in everyday life and in emergency situations for people of all ages.",0,0
HURTZIG HAUSTECHNIK GMBH,F - Construction,F,1906,118,Active,14,14.0,13.0,11,12.0,16.0,-0.125,19.0,0,0.0,0.0,0.0,0,8.37067626618271,GmbH,B2C,Not found,"Hurtzig Haustechnik GmbH is a company based in Bremen, Germany, providing services in heating, sanitation, electricity, climate, ventilation, and oil and gas firing.","Heating modernization, heating technology, photovoltaic, sanitation, electrical engineering, climate and ventilation technology, oil and gas firing",0,0
"WILHELM MUELLER, SPEDITION, KUEPEREI UND LAGERUNG GMBH & CO.",H - Transportation and storage,H,1960,64,Active,105,105.0,105.0,104,104.0,104.0,0.009615384615384616,105.0,0,0.0,0.0,0.0,0,0.3194909885326114,GmbH & Co. KG,B2B,Not found,"Wilhelm Mueller, Spedition, Kuperei und Lagerung GmbH & Co. was founded in 1954. The Company's line of business includes the arranging of transportation of freight and cargo.","arranging of transportation of freight and cargo, Spedition, Küperei und Lagerung",0,0
NUMERIS STEUERBERATUNG PARTGMBB,"M - Professional, scientific and technical activities",M,1970,54,Active,12,12.0,10.0,12,,,,12.0,0,,0.0,,0,0.0,Other,B2B,Steuerberatung,"NUMERIS Steuerberatung PartGmbB is a tax consultancy firm based in Bremen, Germany.",Tax advisory services,0,0
HERMANN J. NIEMANN,L - Real estate activities,L,1969,55,Active,13,13.0,13.0,13,,,,13.0,0,,0.0,,0,0.0,Other,B2C,Immobilien,"Hermann J. Niemann is a real estate company based in Bremen, offering services such as property administration, sales, and rentals.","Real estate services including administration, sales, and rentals",0,0
CARITASVERBAND BREMEN E.V.,Q - Human health and social work activities,Q,1950,74,Active,900,600.0,600.0,600,600.0,,,900.0,1,0.0,0.0,0.0,0,14.47142425533319,e.V.,B2C,Wohlfahrtspflege,Der Caritasverband Bremen e.V. ist ein Spitzenverband der freien Wohlfahrtspflege im Bundesland Bremen.,"Allgemeine Sozialberatung, Migration und Flucht, Schuldnerberatung, Schwangerschaftsberatung, Suchtberatung, Kinder, Jugend und Familie",1,0
AHLERS & VOGEL RECHTSANWAELTE PARTG MBB,"M - Professional, scientific and technical activities",M,1858,166,Active,100,100.0,100.0,100,,,,100.0,0,,0.0,,0,0.0,Other,B2B,Law,"Ahlers & Vogel is a law firm established in 1858 in Bremen, with branch offices in Hamburg and Rostock. The firm advises clients in Germany and overseas with legal advice and guidance through the core areas of Commercial Law, focussing on Company, Building, and Employment, as well as Shipping and Transport Law.","Legal advice and guidance in Commercial Law, Company, Building, Employment, Shipping and Transport Law",0,0
NORDDEUTSCHES BEWACHUNGS-INSTITUT HANS JOPPIEN GMBH & CO. KOMMANDITGESELLSCHAFT,N - Administrative and support service activities,N,1936,88,Active,72,77.0,77.0,94,81.0,81.0,-0.1111111111111111,94.0,0,0.0,0.0,0.0,0,-8.504118082417357,GmbH & Co. KG,B2B,Private security activities,"Norddeutsches Bewachungs-Institut Hans Joppien GmbH & Co. KG is a security services company based in Bremen, Germany.","Security services, protection of persons, assets and objects, planning, installation and maintenance of security systems",0,0
"DEUTSCHER PARITAETISCHER WOHLFAHRTSVERBAND, LANDESVERBAND BREMEN E.V.",Q - Human health and social work activities,Q,1946,78,Active,26,26.0,26.0,30,30.0,,,30.0,0,0.0,0.0,0.0,0,-4.658049800559006,e.V.,B2B,Freie Wohlfahrtspflege,"Der Paritätische Wohlfahrtsverband, Landesverband Bremen e. V. ist ein Spitzenverband der Freien Wohlfahrtspflege und Dachverband für Organisationen, die soziale Arbeit in Bremen und Bremerhaven leisten.","Unter dem Dach des Paritätischen gibt es Wohnangebote für ältere und behinderte Menschen, KiTas, Pflege- und Betreuungsdienste, Angebote und Beratungsstellen.",0,0
HANS-DIETER OTTEN E.K.,H - Transportation and storage,H,1956,68,Active,17,17.0,17.0,17,,,,17.0,0,,0.0,,0,0.0,Other,B2B,Not found,"Hans-Dieter Otten e.K. operates a transport company and trades in commercial vehicles, construction machinery, plants, and scrap.","Der Betrieb eines Fuhrunternehmens sowie der Handel mit Nutzfahrzeugen, Baumaschinen, Anlagen und Schrott.",0,0
AUMUNDER AUTOHAUS SCHMIDT + KOCH GESELLSCHAFT MIT BESCHRAENKTER HAFTUNG,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,1961,63,Active,43,43.0,43.0,43,46.0,,,46.0,0,0.0,0.0,0.0,0,0.0,GmbH,Both,Automobile,"Aumunder Autohaus Schmidt + Koch GmbH is a car dealership and service center for Volkswagen, Volkswagen Nutzfahrzeuge, and Audi in Bremen, Germany.","The company provides technical know-how, reliability, and personal service for Volkswagen, Volkswagen Nutzfahrzeuge, and Audi. They offer full-service support for the VW brand and repair services for all vehicle brands.",0,0
WALTER MEIER GESELLSCHAFT MIT BESCHRAENKTER HAFTUNG,F - Construction,F,1939,85,Active,13,12.0,13.0,12,16.0,14.0,-0.07142857142857142,16.0,0,0.0,0.0,0.0,0,2.704002462483968,GmbH,B2B,Not found,Walter Meier GmbH is a Private Limited Company in Germany.,"Developer of an automation solution serving the MedTech, aerospace, watch industry, machine, apparatus, automotive and training sectors. The company's line of business includes specialized repair services.",0,0
H. BECKROEGE GETRAENKE-FACHGROSSHANDELS GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,1872,152,Active,108,108.0,101.0,91,95.0,98.0,0.10204081632653061,108.0,0,0.0,0.0,0.0,0,5.875170093793924,GmbH,B2B,Einzelhandel mit Getränken (4725) ; Retail sale of beverages in specialised stores (4725),"H. Beckröge Getränke-Fachgroßhandels GmbH is a beverage wholesaler based in Bremen, Germany.","The company offers over 5,000 beverages and gastronomy articles, serving the gastronomy sector in Bremen, Hamburg, and surrounding areas.",0,0
BREMER BUERGERSTEIG-REINIGUNG G. REINHARD GMBH,"E - Water supply; sewerage, waste management and remediation activities",E,1955,69,Active,38,38.0,38.0,38,34.0,37.0,0.02702702702702703,38.0,0,0.0,0.0,0.0,0,0.0,GmbH,B2B,Individual and Family Services,"Bremer Bürgersteig-Reinigung G. Reinhard GmbH is a company based in Bremen, Germany, providing cleaning services for public and private pedestrian paths and squares.","The company offers cleaning services for sidewalks, squares, and accessways, as well as winter services.",0,0
PRIVATVERRECHNUNGSSTELLE DER AERZTE UND ZAHNAERZTE BREMEN E.V.,N - Administrative and support service activities,N,1949,75,Active,26,26.0,20.0,26,29.0,30.0,-0.13333333333333333,30.0,0,0.0,0.0,0.0,0,0.0,e.V.,B2B,Gesundheitswesen,Die PVS / Bremen e.V. ist ein Traditionsunternehmen im Gesundheitswesen. Als Dienstleister für Ärzte und Zahnärzte besteht unsere Kernkompetenz seit über 80 Jahren in der Abrechnung von Privatpatienten und Selbstzahlern.,"Abrechnung von Privatpatienten und Selbstzahlern, Services vom Zahlungsstand, über Duplikatsanfragen bis hin zu Fragen zu Ihrer Abrechnung",0,0
GPP MITTELSTAND GMBH STEUERBERATUNGSGESELLSCHAFT,"M - Professional, scientific and technical activities",M,1969,55,Active,15,12.0,16.0,13,12.0,12.0,0.25,16.0,0,0.0,0.0,0.0,0,4.885624628838681,GmbH,Both,Steuerberatungsgesellschaft,"GPP Mittelstand GmbH Steuerberatungsgesellschaft provides professional tax and business consulting services to entrepreneurs, self-employed professionals, and private individuals.",Professional tax and business consulting services,0,0
HOTEL ROBBEN - GROLLANDER KRUG E.K.,I - Accommodation and food service activities,I,1964,60,Active,40,40.0,40.0,40,,,,40.0,0,,0.0,,0,0.0,Other,Both,Hospitality,"A 4-star hotel located in Bremen, Germany, offering a restaurant with farm-to-table food and vegetarian options.","Hotel services, restaurant services",0,0
RENZELMANN + FRONDT PARTNERSCHAFT MBB STEUERBERATUNG WIRTSCHAFTSPRUEFUNG,"M - Professional, scientific and technical activities",M,1949,75,Active,12,12.0,12.0,12,,,,12.0,0,,0.0,,0,0.0,Other,B2B,Steuerberatung und Wirtschaftsprüfung (tax consulting and auditing),"Renzelmann + Frondt Partnerschaft mbB is a partnership of tax consultants and auditors based in Bremen, Germany.",Steuerberatung (tax consulting) and Wirtschaftsprüfung (auditing),0,0
STB INGENIEURE TIMM HEMPEL MARCHE RUF NOLTE INGENIEURE UND ARCHITEKT PARTGMBB,"M - Professional, scientific and technical activities",M,1948,76,Active,60,60.0,60.0,60,,,,60.0,0,,0.0,,0,0.0,Other,B2B,Not found,"STB Ingenieure Timm Hempel Marche Ruf Nolte Ingenieure und Architekt PartGmbB is an engineering office with locations in Bremen and Potsdam, developing real estate projects in new construction, renovation, and building on existing structures.","Engineering services for construction projects, including new construction, renovation, and building on existing structures",0,0
WILHELM KRAHN GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,1946,78,Active,11,11.0,11.0,11,13.0,13.0,-0.15384615384615385,14.0,0,0.0,0.0,0.0,0,0.0,GmbH,B2B,Wholesale of other machinery,"Wilhelm Krahn GmbH is a traditional company based in Bremen, specializing in the service and distribution of welding and cutting technology products.","The manufacture and sale of devices, machines and equipment for cutting and welding technology.",0,0
TIETJEN HOLZ-KUNSTSTOFF- TECHNIK GMBH & CO. KG,F - Construction,F,1961,63,Active,20,18.0,18.0,17,20.0,19.0,0.05263157894736842,20.0,0,0.0,0.0,0.0,0,5.566719197800074,GmbH & Co. KG,B2B,Bautischlerei und -schlosserei (43320),"Ihre Tischlerei in Bremen: Gutes Handwerk und Rundum-Service, von Fenstern über Türen bis hin zu individuellen Möbeln. Rund 25 Mitarbeiter in Produktion und Montage  als Tischlerei in Bremen sind wir ein Fachbetrieb mit qualifizierten Mitarbeitern von Handwerksmeistern bis zu ...","Bautischlerei und -schlosserei (43320),  von Fenstern über Türen bis hin zu individuellen Möbeln",0,0
GEBR. SCHOEMAKER GMBH & CO.KG,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,1888,136,Active,37,41.0,33.0,30,42.0,47.0,-0.2127659574468085,47.0,0,0.0,0.0,0.0,0,7.240827497169455,GmbH & Co. KG,B2B,Not found,"Gebr. Schoemaker is one of the leading food and beverage distributors serving operators in cruise, shipping, hotel, duty free and other import/export markets globally.","food, beverages, bonded stores, consumables, and technical products",0,0
BLG AUTOTRANSPORT GMBH & CO. KG,H - Transportation and storage,H,1959,65,Active,500,500.0,510.0,510,510.0,,,510.0,0,0.0,0.0,0.0,0,-0.6579137841035809,GmbH & Co. KG,B2B,Not found,"BLG AutoTransport GmbH & Co. KG is a logistics company based in Bremen, Germany, providing trucking transportation services.","The company's line of business includes providing trucking transportation services, road transport services classified by type of freight, inland waterway transport services, and road haulage.",0,0
